mesh,h,location,quantity,L1,L2,Linf,order_L1,order_L2,order_Linf
iv10,0.921007874660096,face_norms,Roe.integrated_D.rhoE,0.020641977566244814,0.05796775667150977,0.40550028539479405,,,
iv10,0.921007874660096,face_norms,Roe.integrated_D.rhou,0.007169164405417063,0.020067770528821326,0.17887043666281563,,,
iv10,0.921007874660096,face_norms,Roe.integrated_D.rhov,0.007121797174565115,0.02026765030177073,0.18530370747932393,,,
iv10,0.921007874660096,face_norms,Roe.integrated_D.rhow,8.39644410011929e-18,3.627799613131782e-17,3.8459253727671247e-16,,,
iv10,0.921007874660096,face_norms,control1.M2.D.rho,0.009884431788048459,0.03247964359360415,0.24936373453563354,,,
iv10,0.921007874660096,face_norms,control1.M2.D.rhoE,0.05329284200259833,0.1598111143046201,1.2376704958522684,,,
iv10,0.921007874660096,face_norms,control1.M2.D.rhou,0.023344537324375778,0.06226940001572293,0.49146568291586146,,,
iv10,0.921007874660096,face_norms,control1.M2.D.rhov,0.023585107683653943,0.06359279290759455,0.4615164821623957,,,
iv10,0.921007874660096,face_norms,control1.M2.D.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,face_norms,control1.jump.rho,0.009386359664297567,0.030058321346665882,0.19624936044324903,,,
iv10,0.921007874660096,face_norms,control1.jump.rhoE,0.0509953762975586,0.15216729172116014,1.3006543094008198,,,
iv10,0.921007874660096,face_norms,control1.jump.rhou,0.022307531682302605,0.05848670661130134,0.39569350331441944,,,
iv10,0.921007874660096,face_norms,control1.jump.rhov,0.022466441117080568,0.05910831967119376,0.4071612728451731,,,
iv10,0.921007874660096,face_norms,control1.jump.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,face_norms,control2.M2.D.rho,0.0017856788327617278,0.007161489433431286,0.08733259683740206,,,
iv10,0.921007874660096,face_norms,control2.M2.D.rhoE,0.011503569321695226,0.042511968448906194,0.41853578679224707,,,
iv10,0.921007874660096,face_norms,control2.M2.D.rhou,0.005631070411996912,0.017297618133053735,0.1704900243042844,,,
iv10,0.921007874660096,face_norms,control2.M2.D.rhov,0.005642499077642919,0.017412953912291335,0.14786304187562774,,,
iv10,0.921007874660096,face_norms,control2.M2.D.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,face_norms,control2.jump.rho,0.0017315748414720217,0.006863283862807462,0.07037151596071545,,,
iv10,0.921007874660096,face_norms,control2.jump.rhoE,0.011141828210846092,0.040950625803408136,0.4238106911416173,,,
iv10,0.921007874660096,face_norms,control2.jump.rhou,0.005475578340938225,0.016515575046975022,0.13767039886034216,,,
iv10,0.921007874660096,face_norms,control2.jump.rhov,0.0054003881033175966,0.016303534750994737,0.13119613466837277,,,
iv10,0.921007874660096,face_norms,control2.jump.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,face_norms,control3.M2.D.rho,0.0025495157533181067,0.009130278363798249,0.09140146951839609,,,
iv10,0.921007874660096,face_norms,control3.M2.D.rhoE,0.013465563109818746,0.04563113684759316,0.4378541462467277,,,
iv10,0.921007874660096,face_norms,control3.M2.D.rhou,0.006483085353290532,0.01897962903697989,0.15952407242616154,,,
iv10,0.921007874660096,face_norms,control3.M2.D.rhov,0.006650071636019515,0.01973134175689626,0.16110138070784155,,,
iv10,0.921007874660096,face_norms,control3.M2.D.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,face_norms,control3.jump.rho,0.002453702768272409,0.008623828342834665,0.07331761247573121,,,
iv10,0.921007874660096,face_norms,control3.jump.rhoE,0.01328895570952553,0.044978191569803934,0.42646285951669105,,,
iv10,0.921007874660096,face_norms,control3.jump.rhou,0.006342362175639586,0.018399401993953374,0.1297052283758885,,,
iv10,0.921007874660096,face_norms,control3.jump.rhov,0.006381761947732867,0.01861782645102035,0.12959947414873274,,,
iv10,0.921007874660096,face_norms,control3.jump.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,face_norms,jump.rho,0.008516677960274954,0.027302974629375604,0.1933032639282325,,,
iv10,0.921007874660096,face_norms,jump.rhoE,0.04628119407847905,0.14026699378741972,1.298002141025747,,,
iv10,0.921007874660096,face_norms,jump.rhou,0.02105390719977962,0.05545026411253783,0.4036586737988719,,,
iv10,0.921007874660096,face_norms,jump.rhov,0.021092013872044752,0.05579584501578389,0.40875793336481314,,,
iv10,0.921007874660096,face_norms,jump.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,node_norms,M2.Rd.rho,0.03136477345369597,0.0935786691879659,0.8723396868292742,,,
iv10,0.921007874660096,node_norms,M2.Rd.rhoE,0.1731980055895149,0.47655998281872647,4.3547123162107475,,,
iv10,0.921007874660096,node_norms,M2.Rd.rhou,0.07914049563465485,0.1686363547051045,0.823310572055309,,,
iv10,0.921007874660096,node_norms,M2.Rd.rhov,0.08015363473507744,0.1716193898461174,0.8645833382898087,,,
iv10,0.921007874660096,node_norms,M2.Rd.rhow,6.305935602273759e-17,1.14073565188211e-16,4.440892098500626e-16,,,
iv10,0.921007874660096,node_norms,Roe.Rd.rho,0.02157251156104163,0.057951672565810144,0.5097241336618709,,,
iv10,0.921007874660096,node_norms,Roe.Rd.rhoE,0.13069619747321043,0.3485963827106722,2.917602667763411,,,
iv10,0.921007874660096,node_norms,Roe.Rd.rhou,0.05162110207923157,0.11472478273129437,0.7242354881951992,,,
iv10,0.921007874660096,node_norms,Roe.Rd.rhov,0.05135813275700727,0.11563315378298869,0.7343998476789344,,,
iv10,0.921007874660096,node_norms,Roe.Rd.rhow,6.322999030119922e-17,1.138571021193592e-16,4.445439575887541e-16,,,
iv10,0.921007874660096,node_norms,central_rhs.rho,0.025267909355786277,0.07098746489869656,0.3664433298554176,,,
iv10,0.921007874660096,node_norms,central_rhs.rhoE,0.12918438345095837,0.3135534760480573,1.568742189834241,,,
iv10,0.921007874660096,node_norms,central_rhs.rhou,0.08014001186859986,0.17101631933616596,0.7378783136533109,,,
iv10,0.921007874660096,node_norms,central_rhs.rhov,0.0788166738090212,0.17059632517965823,0.7843882282241381,,,
iv10,0.921007874660096,node_norms,central_rhs.rhow,0.00012535772823661244,0.0004072689963137873,0.004213729026139645,,,
iv10,0.921007874660096,node_norms,decomposition_mismatch.rho,2.3095264625953314e-16,2.9749348234146015e-16,1.27675647831893e-15,,,
iv10,0.921007874660096,node_norms,decomposition_mismatch.rhoE,1.0711754858114557e-15,1.379462729584283e-15,7.105427357601002e-15,,,
iv10,0.921007874660096,node_norms,decomposition_mismatch.rhou,3.2221586606699526e-16,4.3060859457137096e-16,2.123301534595612e-15,,,
iv10,0.921007874660096,node_norms,decomposition_mismatch.rhov,3.429119000979112e-16,4.758093829719284e-16,2.3314683517128287e-15,,,
iv10,0.921007874660096,node_norms,decomposition_mismatch.rhow,5.4246592100195485e-17,8.225886564469683e-17,4.043742958156308e-16,,,
iv10,0.921007874660096,node_norms,gradient_error.rho,0.019537706556140313,0.05940210964473693,0.2856790810990174,,,
iv10,0.921007874660096,node_norms,gradient_error.rhoE,0.12676999347526516,0.33319911629943216,1.777158805976969,,,
iv10,0.921007874660096,node_norms,gradient_error.rhou,0.05584874903798906,0.11706716067348927,0.5571890834460982,,,
iv10,0.921007874660096,node_norms,gradient_error.rhov,0.05587775926706313,0.11750724941385753,0.5724594743381466,,,
iv10,0.921007874660096,node_norms,gradient_error.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,node_norms,point_error.rho,0.0012711828173328748,0.0036381145397964866,0.017091037412003796,,,
iv10,0.921007874660096,node_norms,point_error.rhoE,0.006910044060406242,0.018206076101365806,0.0886468559164002,,,
iv10,0.921007874660096,node_norms,point_error.rhou,0.002392154347027146,0.005051249228303022,0.025017966122916846,,,
iv10,0.921007874660096,node_norms,point_error.rhov,0.0023866092392864314,0.005085298568712332,0.0249855166102515,,,
iv10,0.921007874660096,node_norms,point_error.rhow,0.0,0.0,0.0,,,
iv10,0.921007874660096,node_norms,production_rhs.rho,0.038916979013466066,0.11823442457558708,0.8911281576828128,,,
iv10,0.921007874660096,node_norms,production_rhs.rhoE,0.22699572894378667,0.5752947457175225,4.441400886704767,,,
iv10,0.921007874660096,node_norms,production_rhs.rhou,0.10125456909495979,0.24120795621728855,1.5611888857086196,,,
iv10,0.921007874660096,node_norms,production_rhs.rhov,0.11181210431583623,0.2416147284940341,1.1499779224741355,,,
iv10,0.921007874660096,node_norms,production_rhs.rhow,0.00012535772823660658,0.000407268996313787,0.004213729026139658,,,
iv20,0.4682527619525776,face_norms,M2.D.rho,0.0019116182491811188,0.008075849929946415,0.10156417018349495,2.283616845043545,1.9104326590423202,1.3036146628701533
iv20,0.4682527619525776,face_norms,M2.D.rhoE,0.011565661262118498,0.0453248399923487,0.498495439467769,2.1098949974349623,1.7365965361571434,1.360122123669829
iv20,0.4682527619525776,face_norms,M2.D.rhou,0.005026255973392321,0.015887856270840425,0.17860419958924822,2.184164476717898,1.9393994421173115,1.5347799133957611
iv20,0.4682527619525776,face_norms,M2.D.rhov,0.005048087438972156,0.0160345868874152,0.1816715489076446,2.1840357807013673,1.9493801242507807,1.361528365945245
iv20,0.4682527619525776,face_norms,M2.D.rhow,1.0460706235075866e-17,4.635795246452079e-17,4.440892098500626e-16,,,
iv20,0.4682527619525776,face_norms,M2.integrated_D.rho,0.00024808921777845765,0.0010492952721673197,0.012192161997345246,4.0863311865390886,3.6669288458578158,3.0514811114741924
iv20,0.4682527619525776,face_norms,M2.integrated_D.rhoE,0.0015029998029715515,0.005896986738645736,0.06480314320820077,3.936911096133904,3.5196657586591473,3.0226661068209193
iv20,0.4682527619525776,face_norms,M2.integrated_D.rhou,0.000655711786129194,0.0020925655430748375,0.023223781529722713,4.049531931984041,3.7969929771419393,3.409147816706724
